m	FALSE	福建	120	2767	389
m	FALSE	浙江	374	11427	321
m	FALSE	其他	432	2135	1499
f	FALSE	北京	316	4481	2595
f	FALSE	江苏	319	2350	1085
f	FALSE	其他	278	7057	1468
m	TRUE	北京	532	12981	580
m	FALSE	广东	358	11240	2349
m	FALSE	广东	1003	2406	1118
m	FALSE	云南	319	10561	1001
m	FALSE	内蒙古	879	2527	788
m	FALSE	北京	695	19430	357
m	FALSE	广东	411	2081	3141
m	FALSE	广东	149	3308	99
m	TRUE	上海	205	51401	299
m	FALSE	北京	505	23365	1867
f	FALSE	湖南	980	2820	3147
m	TRUE	北京	782	2802	1242
m	FALSE	广东	174	11326	704
m	FALSE	山东	1366	12153	1556
f	FALSE	北京	1925	4797	10154
f	FALSE	陕西	1715	5956	2607
m	FALSE	江苏	1143	4082	5203
f	FALSE	浙江	284	7672	5029
f	FALSE	浙江	357	3566	559
f	FALSE	北京	629	3136	2399
f	FALSE	天津	259	3707	711
m	FALSE	河南	164	14949	247
m	TRUE	上海	622	13463	1873
m	TRUE	上海	382	41969	163
m	FALSE	上海	189	590146	1109
m	FALSE	广西	193	3146	1135
m	FALSE	四川	459	2167	3965
m	FALSE	湖北	447	14709	886
m	FALSE	北京	402	2508	13655
m	FALSE	贵州	925	2107	1578
m	FALSE	广东	1167	9278	6642
m	FALSE	湖北	181	3471	2164
m	FALSE	广东	562	2729	2191
m	TRUE	北京	209	6684	1651
f	FALSE	辽宁	232	11946	37
m	FALSE	辽宁	191	2056	227
m	FALSE	上海	280	3419	1110
f	FALSE	河南	455	3478	915
m	FALSE	江苏	224	10951	663
f	FALSE	陕西	172	8138	1177
m	FALSE	广东	128	36748	494
f	FALSE	福建	151	4224	6429
f	FALSE	青海	203	2131	2133
m	TRUE	辽宁	878	23838	5231
f	FALSE	内蒙古	1995	2861	2733
m	FALSE	山东	211	2593	3419
m	TRUE	其他	245	16393	1668
m	FALSE	广东	695	8435	9821
m	FALSE	北京	449	2696	1239
m	FALSE	河南	539	2483	603
m	TRUE	云南	680	4254	3156
m	FALSE	重庆	33	33366	1242
m	FALSE	北京	724	157676	1933
f	FALSE	广东	202	3260	2333
f	FALSE	福建	428	2377	1957
m	TRUE	广东	688	8337	3644
m	FALSE	北京	392	3927	5931
m	FALSE	北京	777	5192	5232
f	FALSE	甘肃	220	27276	371
f	FALSE	广东	289	10026	13483
f	FALSE	海外	1671	2005	3439
f	FALSE	广东	478	27402	4192
f	FALSE	海外	528	7153	6728
m	FALSE	广东	100	10601	35
m	FALSE	江苏	896	2413	16157
m	FALSE	陕西	730	2641	720
f	FALSE	上海	263	2412	2057
m	FALSE	浙江	205	2228	1080
m	FALSE	广东	242	11630	222
m	FALSE	江苏	118	3549	144
f	FALSE	贵州	518	12433	14003
f	TRUE	北京	710	33021	189
m	FALSE	福建	413	2133	245
f	FALSE	上海	1761	2073	965
m	FALSE	四川	465	13049	2566
m	FALSE	上海	278	20204	754
m	TRUE	江苏	1067	11943	3415
f	FALSE	上海	437	26748	834
m	FALSE	广东	511	2475	2699
m	FALSE	黑龙江	383	12336	446
f	FALSE	北京	174	10195	67
m	TRUE	北京	790	5378	8531
m	FALSE	上海	635	11009	5362
m	FALSE	河北	499	3962	779
m	FALSE	江苏	982	4496	3418
m	FALSE	广东	465	2215	1598
m	TRUE	北京	1308	18615	6737
m	FALSE	上海	643	2275	42960
f	TRUE	海外	1218	274275	6553
m	TRUE	浙江	917	120320	2657
f	FALSE	甘肃	311	40812	385
f	FALSE	海外	663	2364	8381
f	FALSE	广东	1345	30633	21897
m	FALSE	广东	871	2772	5969
m	FALSE	上海	112	92912	791
m	FALSE	江苏	1839	2964	2222
m	TRUE	江苏	954	11890	3116
f	FALSE	广东	493	4586	726
f	FALSE	辽宁	772	2157	1853
m	FALSE	海外	593	6807	1187
f	FALSE	上海	1976	2188	5561
f	FALSE	重庆	837	6652	244
m	FALSE	其他	302	2125	620
m	FALSE	浙江	128	25895	296
m	TRUE	北京	982	4460	4320
m	FALSE	海外	227	4344	762
f	FALSE	北京	295	5764	2430
m	TRUE	安徽	954	2464	6468
f	FALSE	广东	142	3341	2729
f	TRUE	上海	463	3560	4384
m	FALSE	河南	877	11156	731
f	FALSE	浙江	760	12043	1727
f	FALSE	江苏	1183	3173	1063
f	TRUE	陕西	655	2388	1869
f	FALSE	北京	928	2330	12115
m	FALSE	辽宁	1384	12245	3573
m	FALSE	上海	999	11157	6260
f	FALSE	江苏	1885	2130	6002
m	FALSE	山东	1994	22291	4724
f	FALSE	江苏	804	2229	3005
m	FALSE	浙江	220	10730	101
f	FALSE	天津	1680	3327	2821
f	FALSE	北京	1914	11839	6004
f	FALSE	广东	1972	2017	5198
f	FALSE	天津	2000	2060	4620
m	FALSE	上海	1815	4920	6184
m	FALSE	广东	1965	2325	6153
m	FALSE	广东	1881	3313	4572
f	FALSE	黑龙江	1392	6000	2903
m	FALSE	浙江	459	31425	3305
m	FALSE	北京	1832	111448	2206
m	FALSE	广东	1779	5973	2494
m	TRUE	北京	908	11551	5362
m	TRUE	四川	430	7405	3064
f	FALSE	辽宁	1872	9640	8696
m	FALSE	江苏	308	2599	404
m	FALSE	北京	585	263292	15593
m	FALSE	安徽	574	9575	4854
m	FALSE	江苏	1997	11156	868
f	FALSE	四川	1372	5381	773
f	FALSE	上海	2000	3043	2241
f	FALSE	上海	1412	261885	2178
f	FALSE	福建	615	2848	1792
m	FALSE	四川	1194	2258	551
m	TRUE	天津	1591	2755	29734
m	FALSE	湖北	321	2033	1401
f	FALSE	北京	1978	2710	4700
f	FALSE	浙江	253	2217	515
m	FALSE	广东	722	12183	190
f	TRUE	北京	1979	2226	19417
m	FALSE	四川	136	2227	708
m	FALSE	广东	1985	3730	43893
f	FALSE	广东	474	5024	1372
f	TRUE	福建	270	11448	2037
f	FALSE	北京	182	10831	2312
m	FALSE	浙江	909	21790	884
m	FALSE	青海	1999	2279	218
f	FALSE	辽宁	1999	2697	20833
m	FALSE	北京	133	1070193	4771
f	FALSE	北京	47	911558	4829
f	FALSE	河北	1972	4256	2003
f	FALSE	安徽	1154	2608	826
f	FALSE	北京	273	3981	1543
f	FALSE	四川	163	1100337	10612
m	FALSE	广东	695	3465	11938
f	TRUE	河北	1931	10264	5052
f	FALSE	陕西	159	10746	3655
m	FALSE	上海	1771	2179	20543
m	FALSE	青海	712	5232	3101
f	FALSE	北京	472	471087	2601
f	FALSE	重庆	307	5134	2411
m	FALSE	河南	128	4119	25
f	FALSE	浙江	358	5868	4247
f	FALSE	河北	1944	2400	5434
f	FALSE	安徽	681	12833	2120
f	FALSE	河南	1381	3017	789
m	FALSE	广东	233	11968	351
m	TRUE	台湾	1466	16970	2976
m	FALSE	广东	242	6763	111
m	FALSE	海外	328	2455	826
m	FALSE	江苏	1250	3211	1912
m	TRUE	北京	189	152019	4628
m	FALSE	江苏	1363	6035	3143
m	FALSE	北京	1657	3048	3632
m	TRUE	山东	2000	2943	7067
m	FALSE	四川	1606	2570	1053
m	FALSE	上海	1169	5532	4199
f	FALSE	河北	496	4215	701
f	FALSE	上海	1838	13058	12486
m	TRUE	江西	69	99103	802
m	FALSE	广东	408	2382	3859
f	FALSE	广东	1315	2881	6890
f	FALSE	湖北	733	2274	2847
f	FALSE	湖北	542	2314	3075
f	FALSE	湖北	756	2372	3497
m	FALSE	湖北	803	2289	3354
f	FALSE	陕西	558	2531	4105
m	FALSE	陕西	550	2345	3021
m	FALSE	陕西	712	2693	5052
f	FALSE	陕西	794	2827	4955
f	FALSE	陕西	644	2476	3641
f	FALSE	陕西	1223	3200	7989
f	FALSE	江苏	936	2717	5919
f	FALSE	福建	1422	5918	3464
m	FALSE	江苏	868	2176	2598
f	TRUE	山东	271	4042	2969
m	FALSE	四川	1871	3727	8392
f	FALSE	浙江	248	9104	529
m	FALSE	江苏	2001	2069	1407
m	FALSE	云南	561	3887	493
f	FALSE	江西	812	11345	64
m	TRUE	山东	1975	2021	10557
f	FALSE	福建	66	2504	355
m	FALSE	北京	1798	4650	521
f	TRUE	北京	268	221890	1965
m	FALSE	四川	838	15567	3398
m	FALSE	山东	1634	2173	3767
m	FALSE	山东	669	3217	10501
f	FALSE	四川	154	6165	751
m	FALSE	其他	1613	43995	2021
m	FALSE	广东	1977	9991	2380
m	FALSE	广东	233	2349	21
m	FALSE	广东	371	2736	1975
m	FALSE	重庆	1360	14556	4042
f	FALSE	山东	1918	2400	1391
f	FALSE	其他	1959	2854	1049
m	FALSE	山东	1874	164325	5919
m	TRUE	北京	1482	9137	3780
m	FALSE	福建	1433	177323	49331
f	TRUE	广东	98	8656	879
f	FALSE	北京	173	2302	313
m	FALSE	海外	1803	2758	2958
m	FALSE	辽宁	110	5103	689
m	FALSE	广东	531	3427	2890
m	FALSE	北京	1536	3302	2819
f	TRUE	江苏	169	3024	1181
f	FALSE	北京	1904	15513	5721
m	FALSE	山东	1981	2347	990
f	FALSE	山东	1519	2235	3011
f	FALSE	黑龙江	1273	44283	1042
m	FALSE	北京	1742	12417	1145
m	FALSE	云南	913	15826	898
m	FALSE	重庆	911	10312	1885
f	FALSE	福建	1994	9532	3939
m	FALSE	浙江	1553	2243	934
f	TRUE	浙江	432	13592	1842
m	FALSE	上海	1092	27193	3302
m	FALSE	北京	1889	3204	13811
f	FALSE	江苏	246	14314	1560
f	FALSE	广东	576	11241	840
f	FALSE	广东	888	12837	4124
m	TRUE	北京	1537	9005	14324
m	TRUE	北京	399	12670	1605
f	FALSE	浙江	848	3852	19713
f	FALSE	山东	1473	2402	2469
m	FALSE	山东	1428	2156	2233
m	TRUE	湖北	381	7466	1175
f	FALSE	陕西	1971	4918	3278
m	FALSE	四川	945	3350	1906
m	TRUE	北京	1663	53484	4725
f	FALSE	江苏	1614	2113	780
m	FALSE	陕西	747	10118	1242
f	TRUE	河北	1485	3602	3500
m	TRUE	广东	1003	2782	2446
f	FALSE	北京	232	2365	1459
m	TRUE	北京	215	9848	422
f	FALSE	山东	1069	11651	394
f	FALSE	重庆	706	10520	1501
f	TRUE	海外	66	66174	1835
f	FALSE	山东	1979	16261	7137
f	FALSE	广东	1205	2892	1985
m	FALSE	上海	593	2520	3169
f	FALSE	上海	1016	9558	6011
m	TRUE	江苏	1171	4285	9110
m	FALSE	广东	330	6567	1446
f	FALSE	福建	699	10295	262
m	TRUE	北京	709	57003	5376
m	TRUE	辽宁	305	17984	2010
m	TRUE	云南	129	25108	4680
f	FALSE	天津	1572	2458	1804
m	FALSE	浙江	1756	2104	1237
m	FALSE	福建	1041	2137	4076
f	FALSE	内蒙古	918	2211	1148
f	FALSE	辽宁	1023	5560	5490
f	FALSE	上海	1490	7126	8913
f	FALSE	吉林	1993	2674	1964
f	FALSE	广东	937	6327	2608
m	FALSE	新疆	632	15141	1959
m	FALSE	天津	687	2302	416
f	FALSE	湖南	1183	4379	2161
m	FALSE	江西	146	6057	3107
m	TRUE	北京	389	12458	1248
m	TRUE	河北	1414	42746	3353
m	FALSE	广东	598	2398	2444
m	FALSE	广东	182	5517	1154
m	FALSE	广东	1561	17652	3639
m	FALSE	北京	526	2128	1035
f	FALSE	上海	767	2051	23168
f	FALSE	云南	321	2436	1815
m	TRUE	北京	513	11122	2076
m	FALSE	安徽	160	27489	5112
m	TRUE	广东	1172	8783	3096
m	FALSE	四川	1863	13880	1935
m	FALSE	广西	1841	13910	1936
m	FALSE	辽宁	1902	14877	1949
f	FALSE	四川	1886	14726	1948
f	FALSE	黑龙江	1862	14966	2050
f	FALSE	吉林	1964	15405	1891
m	FALSE	广东	555	3599	166
m	FALSE	浙江	599	2166	196
m	FALSE	山东	844	2184	197
m	FALSE	广东	907	2357	192
m	FALSE	广西	1539	3197	3964
m	FALSE	河南	877	2364	215
m	FALSE	吉林	668	3858	210
f	FALSE	山西	483	3606	235
m	FALSE	广西	686	2296	185
f	FALSE	海外	1127	2239	343
f	FALSE	陕西	827	2005	237
f	FALSE	贵州	838	2149	232
f	FALSE	广西	848	2216	234
m	FALSE	辽宁	801	2214	234
m	FALSE	甘肃	858	2225	232
m	FALSE	山东	815	2230	214
f	FALSE	湖南	891	2237	230
m	FALSE	宁夏	601	2133	209
m	FALSE	宁夏	630	2143	209
m	FALSE	浙江	749	2151	177
m	FALSE	青海	674	2999	225
f	FALSE	广西	554	2982	187
f	FALSE	四川	573	2330	217
m	FALSE	辽宁	680	2352	222
m	FALSE	广东	678	2429	235
m	FALSE	广西	842	3606	234
f	FALSE	广西	967	2360	223
m	FALSE	浙江	882	3421	250
m	FALSE	甘肃	872	3621	231
f	FALSE	重庆	952	3608	262
f	FALSE	陕西	813	3800	234
m	FALSE	山东	934	3820	237
m	FALSE	辽宁	932	3916	273
f	FALSE	其他	1255	5317	282
m	FALSE	湖南	1646	2059	932
m	FALSE	西藏	1666	2084	1255
m	FALSE	山东	998	4366	267
m	TRUE	河北	1056	23811	10004
m	FALSE	广东	917	19220	2691
m	FALSE	广东	1248	5783	17087
m	FALSE	四川	156	4377	1722
f	FALSE	浙江	356	5974	1303
m	FALSE	河南	771	2784	4179
m	FALSE	上海	1581	2084	255
f	FALSE	四川	1618	5217	641
m	FALSE	湖北	316	41909	210
f	FALSE	上海	892	2302	497
m	FALSE	浙江	171	29070	4371
f	FALSE	湖北	165	2805	346
f	FALSE	海南	295	6169	1109
m	FALSE	广西	438	2287	4180
m	FALSE	山东	1924	2397	992
m	TRUE	北京	638	29105	578
f	FALSE	北京	1097	2369	2841
f	FALSE	浙江	338	2159	15088
f	TRUE	北京	114	6294	547
f	FALSE	湖南	978	11905	3456
m	FALSE	湖北	1689	13830	1287
m	FALSE	北京	881	4045	2464
m	FALSE	海外	604	2079	6825
m	FALSE	吉林	578	3018	3585
m	FALSE	河北	320	2741	1565
m	FALSE	澳门	1299	2199	9168
m	TRUE	江苏	822	6753	1218
m	FALSE	广东	694	2083	2197
f	FALSE	广西	627	8591	23145
m	FALSE	上海	330	9206	4994
m	FALSE	陕西	970	2248	2459
m	FALSE	山东	105	19860	797
f	FALSE	北京	312	2304	835
f	FALSE	安徽	210	2785	315
f	FALSE	上海	569	2499	291
m	FALSE	湖北	1730	11591	4756
m	FALSE	上海	65	14328	183
m	FALSE	江苏	1887	5852	3258
m	FALSE	天津	1519	3713	5309
f	FALSE	山东	1990	3339	38925
m	FALSE	北京	181	15311	8170
m	FALSE	广东	459	2221	8223
m	FALSE	湖北	814	11583	1800
f	FALSE	云南	477	2407	2582
m	FALSE	上海	404	11871	1326
m	FALSE	上海	88	10158	273
m	TRUE	上海	721	3332	16421
m	TRUE	浙江	894	4942	1379
f	FALSE	江苏	2000	6201	6881
m	FALSE	广东	506	11398	619
m	FALSE	香港	343	8944	1836
m	FALSE	其他	1178	7206	6326
m	FALSE	河北	663	3582	8772
m	FALSE	河南	861	15290	1817
f	TRUE	河北	308	5460	476
m	FALSE	海外	609	4337	13018
m	TRUE	湖南	379	2153	2800
m	TRUE	广东	122	236134	328
m	TRUE	北京	804	10806	3070
m	FALSE	云南	112	11217	183
m	FALSE	河南	162	2421	1289
m	FALSE	海外	676	2257	19661
m	FALSE	福建	1167	2543	12824
m	FALSE	新疆	169	10404	852
m	FALSE	天津	705	8088	5103
m	FALSE	上海	1606	9029	867
m	FALSE	河南	1251	4732	2076
f	FALSE	天津	1813	2012	1383
f	FALSE	广东	1352	2368	7518
m	FALSE	河南	173	5585	18
f	FALSE	广东	248	35010	3299
m	FALSE	湖北	210	3061	4005
f	TRUE	广东	202	3234	618
f	FALSE	黑龙江	264	2690	11956
f	TRUE	上海	336	27854	6148
m	TRUE	北京	684	22293	2865
f	TRUE	福建	906	3691	1811
m	TRUE	北京	166	12560	413
f	FALSE	广东	682	5839	3705
m	FALSE	广东	269	10902	856
m	FALSE	山东	481	12514	3750
m	FALSE	北京	1005	4640	2784
m	FALSE	广东	1053	3555	1552
m	FALSE	北京	1067	2575	3927
m	FALSE	湖北	337	3686	6951
f	TRUE	广东	1478	5709	2827
m	FALSE	江苏	1636	2434	4267
f	FALSE	广东	446	11346	4468
m	FALSE	广东	1970	10899	2107
f	FALSE	上海	858	306316	2885
f	FALSE	广东	155	3950	20
m	FALSE	北京	1516	90705	1504
m	FALSE	海南	2000	8507	470
m	FALSE	安徽	562	11268	5181
f	FALSE	海外	92	2334	349
f	FALSE	上海	468	2220	1882
m	TRUE	重庆	376	13684	827
f	TRUE	北京	573	100863	3488
f	FALSE	北京	499	2420	2333
m	FALSE	天津	702	2136	1336
m	TRUE	广东	1081	2140	911
f	FALSE	上海	479	9205	1572
m	TRUE	北京	347	2417	4692
f	FALSE	广东	207	4361	5381
m	TRUE	北京	1992	194341	12575
m	TRUE	湖南	933	6917	21354
m	FALSE	广东	1275	14737	789
f	FALSE	广东	2500	2731	6661
m	TRUE	广东	287	50629	2053
f	FALSE	江苏	141	3379	742
f	FALSE	陕西	552	3851	704
f	FALSE	其他	8	2748	543
m	FALSE	安徽	214	10385	567
m	FALSE	北京	709	5630	1834
f	FALSE	江西	941	3009	4134
m	FALSE	江苏	1204	9583	3793
f	TRUE	上海	382	4447	3190
m	FALSE	辽宁	494	3620	2070
m	FALSE	山东	99	2162	224
f	FALSE	江苏	504	2997	10339
m	FALSE	江苏	856	2144	5355
m	TRUE	上海	5	2148	26
f	FALSE	安徽	112	3507	3074
f	FALSE	江西	380	2649	655
f	FALSE	广东	178	3786	192
m	FALSE	广东	258	7880	5848
f	TRUE	上海	475	10264	9948
m	FALSE	内蒙古	46	4475	1915
m	FALSE	广东	132	2924	152
m	FALSE	广东	459	2415	3235
m	FALSE	广东	153	15877	566
m	FALSE	北京	648	3582	6837
m	FALSE	其他	292	12860	712
m	FALSE	四川	480	6228	467
f	TRUE	上海	477	4628	2399
m	FALSE	浙江	97	10799	1064
m	TRUE	北京	305	74880	1646
m	FALSE	湖北	622	12389	5648
f	FALSE	北京	395	2819	2815
m	FALSE	江苏	535	8502	1057
m	FALSE	吉林	940	12366	490
m	FALSE	山东	1830	2155	8875
m	FALSE	上海	888	2106	9845
m	FALSE	北京	356	2159	3203
m	TRUE	北京	1356	14448	5503
m	TRUE	山西	1487	2611	1103
m	TRUE	北京	650	34119	5670
m	TRUE	上海	236	14226	380
f	TRUE	广东	389	3874	346
m	FALSE	江西	1973	25053	419
m	TRUE	北京	261	9873	3265
m	FALSE	四川	186	3686	434
m	FALSE	四川	255	10443	1742
m	FALSE	浙江	294	22348	2073
m	TRUE	北京	763	12532	6806
m	FALSE	北京	428	2569	904
m	FALSE	湖南	206	3883	1240
m	TRUE	北京	272	3570	1009
m	TRUE	台湾	1005	45265	894
m	FALSE	海外	1999	22644	3511
m	FALSE	广东	1271	5084	4666
m	TRUE	北京	484	23677	4877
m	TRUE	上海	425	3560	2657
m	FALSE	广东	369	29301	1357
m	FALSE	广东	1901	2206	1195
m	FALSE	海外	217	11962	5929
m	FALSE	湖北	749	3224	1622
m	FALSE	陕西	635	2656	1684
m	FALSE	河南	1066	2394	741
f	FALSE	江西	1043	2287	178
m	TRUE	江苏	646	2412	6661
m	FALSE	上海	123	21110	826
m	FALSE	北京	297	2623	1361
m	TRUE	广东	112	23223	3156
m	FALSE	北京	343	15097	1686
m	FALSE	北京	416	2182	2485
m	FALSE	江苏	964	8996	2210
m	FALSE	北京	430	12430	2184
f	FALSE	天津	752	12718	408
m	FALSE	江苏	511	11566	245
m	FALSE	陕西	187	11674	972
m	FALSE	广东	985	2386	4236
m	FALSE	四川	235	10373	1597
m	FALSE	浙江	289	8436	3118
f	FALSE	河北	1525	14750	1475
m	FALSE	新疆	305	3625	1614
m	TRUE	云南	441	3065	4089
m	FALSE	北京	177	10399	1925
m	FALSE	江苏	169	2130	2941
m	FALSE	北京	1046	9438	78
m	FALSE	北京	607	13581	1825
m	FALSE	浙江	283	2427	75
f	FALSE	福建	740	2495	528
m	FALSE	河南	683	3013	1464
m	TRUE	广东	644	2084	6567
m	TRUE	北京	60	8376	692
m	FALSE	广东	415	2727	643
m	FALSE	河南	1181	4205	3208
m	TRUE	江西	565	3256	1929
m	TRUE	四川	258	4237	1536
m	FALSE	辽宁	205	2151	1270
f	FALSE	北京	913	10539	2693
m	FALSE	安徽	77	15121	334
f	TRUE	其他	316	79364	12077
m	FALSE	上海	1204	2300	1661
f	FALSE	北京	113	2060	108
m	TRUE	上海	649	11988	1713
f	FALSE	北京	140	3001	211
m	FALSE	云南	1843	2221	1221
m	TRUE	北京	206	15847	145
f	FALSE	上海	1988	2022	3270
m	FALSE	河南	99	14677	12
m	FALSE	福建	261	4123	490
f	FALSE	上海	1192	2030	3279
f	FALSE	其他	189	7009	6222
f	FALSE	广东	1928	5098	9265
f	FALSE	广东	1157	17044	2337
f	FALSE	浙江	482	3494	169
m	FALSE	海南	812	2091	10454
m	FALSE	海外	726	2648	684
m	FALSE	北京	837	2838	1471
f	FALSE	海外	8	9537	75
m	FALSE	黑龙江	195	3076	1755
f	FALSE	广东	1200	97647	81
m	FALSE	北京	355	10276	1235
f	FALSE	广东	979	4017	257
m	FALSE	北京	411	2080	2740
m	FALSE	广东	317	194134	71
m	FALSE	湖北	1462	6566	1092
m	FALSE	广东	355	14565	1
m	TRUE	海外	1802	2064	582
f	FALSE	上海	1133	4152	6768
m	FALSE	福建	271	2659	28
f	FALSE	辽宁	1971	2122	3127
m	TRUE	北京	1220	5753	4120
f	FALSE	北京	618	18614	4083
m	FALSE	浙江	185	2770	909
f	FALSE	广东	157	2692	259
f	FALSE	广东	1146	2537	1804
m	FALSE	广东	1773	2747	7503
m	FALSE	澳门	1984	12018	2912
f	FALSE	北京	1438	14220	4381
m	TRUE	北京	559	26226	4157
m	FALSE	广东	392	2517	4418
m	FALSE	其他	84	2519	925
m	FALSE	广东	450	5148	262
m	FALSE	广东	121	2692	421
m	TRUE	上海	78	101807	119
m	FALSE	湖南	148	2513	60
m	FALSE	河北	96	2599	203
m	TRUE	山东	72	3035	376
m	FALSE	湖南	141	2133	992
m	FALSE	福建	1154	6460	320
m	FALSE	广西	138	3946	269
m	FALSE	广东	726	2135	303
f	FALSE	重庆	130	3816	52
m	FALSE	陕西	47	2185	80
m	FALSE	河南	129	2460	441
m	FALSE	上海	147	5143	1147
m	FALSE	广西	1231	2101	3083
m	FALSE	福建	1570	28026	784
m	FALSE	北京	56	6743	620
f	FALSE	北京	223	30256	166
m	FALSE	上海	791	7513	3615
m	FALSE	河南	936	2008	1613
f	FALSE	北京	320	58444	2111
f	FALSE	重庆	303	2081	427
f	FALSE	上海	759	2010	1539
f	FALSE	海外	119	12248	51
m	FALSE	海外	22	4035	9
m	FALSE	内蒙古	505	5614	410
m	FALSE	广东	398	3120	2921
m	FALSE	广西	224	2247	568
m	FALSE	湖北	536	3313	849
m	FALSE	福建	87	11487	373
m	FALSE	广东	130	7179	383
m	FALSE	福建	166	14657	499
m	FALSE	福建	363	2590	698
m	FALSE	广东	174	2235	1161
m	FALSE	河南	109	11560	126
m	FALSE	浙江	115	10145	167
m	FALSE	广东	170	7729	46
f	FALSE	辽宁	411	2835	614
m	FALSE	江苏	899	2664	548
m	FALSE	广东	268	11010	206
m	FALSE	辽宁	688	2195	113
m	FALSE	海外	145	2405	722
m	FALSE	广东	549	2209	1065
m	FALSE	江苏	24	2058	35
f	FALSE	北京	336	8669	455
m	FALSE	广东	610	2175	9910
m	TRUE	北京	69	28134	601
m	TRUE	广东	525	2520	2203
m	FALSE	云南	271	10380	443
m	FALSE	广东	1373	7006	2230
f	FALSE	上海	142	2130456	16825
m	FALSE	湖北	825	2911	167
m	FALSE	上海	1943	21299	3359
m	FALSE	云南	340	2398	426
m	TRUE	新疆	62	11384	16
m	TRUE	广东	148	2087	319
m	FALSE	江苏	480	15374	182
f	TRUE	浙江	346	2162	439
m	FALSE	广东	54	9500	12
m	FALSE	山西	57	61789	3033
m	TRUE	天津	248	16782	877
m	FALSE	江西	288	4945	743
m	FALSE	广东	110	11435	170
m	FALSE	四川	270	12768	3444
m	FALSE	福建	1250	2581	5355
m	FALSE	广西	1837	2873	935
m	TRUE	上海	1651	3269	2232
f	TRUE	上海	379	99429	1023
m	TRUE	上海	659	2988	3430
m	FALSE	湖北	296	3247	896
m	FALSE	山东	1935	7268	8396
f	FALSE	北京	572	7847	13116
m	TRUE	江西	399	2448	6508
f	FALSE	辽宁	430	2714	1048
f	TRUE	北京	907	12095	3585
f	FALSE	上海	470	4900	5499
f	TRUE	江苏	824	2026	2547
f	TRUE	北京	626	4017	4686
m	TRUE	上海	776	2547	6360
m	FALSE	浙江	419	881413	17696
f	FALSE	其他	8	4377994	35076
m	FALSE	广东	185	12622	420
m	FALSE	浙江	937	17599	7744
f	TRUE	上海	637	21609	3678
m	FALSE	上海	2000	4345	16278
f	FALSE	广东	146	539292	3769
f	FALSE	北京	107	530870	3380
f	FALSE	上海	1997	351425	1300
f	FALSE	湖南	2000	3544	39201
m	FALSE	四川	625	24036	1002
m	TRUE	广东	508	2393	1384
f	FALSE	上海	1471	2508	3516
f	FALSE	北京	319	44659	366
f	TRUE	江苏	370	9120	1456
f	FALSE	上海	139	639590	3750
f	FALSE	上海	1969	2324	2161
m	TRUE	河南	1693	3401	3810
m	FALSE	北京	48	334153	289
m	TRUE	北京	349	36298	1032
m	TRUE	北京	757	27948	8495
f	FALSE	广东	271	6675	3274
m	FALSE	香港	537	39927	114
f	TRUE	重庆	944	9753	2175
f	FALSE	上海	1996	12728	12138
f	TRUE	江苏	1645	2170	9387
m	FALSE	河南	1951	7662	8091
m	FALSE	上海	1974	2321	31914
f	FALSE	广东	1044	2927	2181
f	FALSE	重庆	1544	14775	25624
m	FALSE	西藏	90	186520	1410
m	FALSE	上海	719	5424	59
f	FALSE	辽宁	1733	4535	2010
m	FALSE	上海	1977	17976	1352
m	FALSE	其他	120	9548	170
f	TRUE	上海	8	6881	86
f	TRUE	广东	403	14306	3396
m	FALSE	湖南	525	11214	925
f	FALSE	江苏	811	3237	32143
m	TRUE	浙江	723	24718	5003
m	FALSE	江苏	1934	3742	9961
m	TRUE	北京	414	2302	1369
m	FALSE	新疆	204	7754	1742
f	FALSE	广东	390	46418	2584
m	FALSE	安徽	1607	2046	5131
m	FALSE	广东	882	12851	1423
m	FALSE	其他	1	5076	13
m	FALSE	广东	1562	3329	331
m	TRUE	上海	861	57147	916
m	TRUE	北京	27	28170	106
m	FALSE	海外	460	11394	1971
m	TRUE	上海	444	14085	944
m	FALSE	上海	260	4935	839
m	FALSE	江苏	1634	3281	15993
m	TRUE	上海	488	6420	12388
m	FALSE	福建	229	6112	5070
f	TRUE	其他	840	35106	5095
m	TRUE	上海	300	4842	298
f	FALSE	广西	7	4193	1
m	TRUE	四川	330	157139	1211
f	FALSE	北京	325	2763	3911
m	FALSE	北京	450	4567	5825
m	FALSE	海外	353	4440	1453
m	FALSE	辽宁	1857	2372	5122
m	TRUE	北京	655	5204	1448
f	FALSE	上海	625	2969	2080
m	TRUE	广东	323	5259	3599
m	FALSE	上海	282	57053	2561
m	FALSE	上海	311	9443	1176
f	TRUE	上海	389	98147	739
m	FALSE	上海	1997	5390	34395
m	FALSE	重庆	316	6258	577
m	FALSE	其他	280	5832	7826
m	FALSE	贵州	67	2463	1083
m	FALSE	江苏	291	4274	7806
f	FALSE	北京	557	11602	2624
f	TRUE	上海	209	20727	178
f	FALSE	重庆	332	680590	3203
f	FALSE	其他	142	239181	6398
m	FALSE	四川	831	3476	1133
f	FALSE	浙江	52	9817	92
m	FALSE	上海	236	10076	296
m	FALSE	湖北	195	2078	2359
m	FALSE	贵州	152	3814	315
m	FALSE	湖南	764	4169	3831
f	TRUE	天津	1790	66095	20303
m	FALSE	广东	296	2153	952
m	FALSE	浙江	168	8678	325
f	FALSE	河北	92	2301	230
m	FALSE	河北	863	3904	285
